Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
Hash: a330e3cbd15b8ea8d65223ec55617b45c80b7b06 vs 6806d6d0f6ba31386c32817213546224919ae9cb
Change in queries per pass for 638/wand/pixel-iterator.bc
Pass 0GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/wand/pixel-iterator.bc is non-deterministic (missing pass)
Check determinism flag for 638/wand/pixel-wand.bc
Change in hash for 638/wand/pixel-wand.bc
Hash: daa5ef1d2689fa3ff70eda50e65afa8ea4643e00 vs 086ade5a7fd5586905dfd3973a144384f95c9fcc
Change in queries per pass for 638/wand/pixel-wand.bc
Pass 0GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 25GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 26GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 27GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 28GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 29GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 30GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 32GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 33GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 34GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 35GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 36GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 37GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 38GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 45GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 53GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Pass 60GVNPass in 638/wand/pixel-wand.bc is non-deterministic (missing pass)
Check determinism flag for 638/wand/convert.bc
Change in hash for 638/wand/convert.bc
Hash: e3319702c02a53f70bd96e726bb14dc84cf85c3c vs 2ed3eda71afb5f3af01ad72245cc128aca8e7c4d
Change in queries per pass for 638/wand/convert.bc
Pass 3GVNPass in 638/wand/convert.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/wand/convert.bc is non-deterministic (missing pass)
Pass 5DSEPass in 638/wand/convert.bc is non-deterministic
NoAlias: 397 vs 404
MayAlias: 0 vs 0
MustAlias: 0 vs 2
PartialAlias: 0 vs 0
Pass 11JumpThreadingPass in 638/wand/convert.bc is non-deterministic (new pass)
Check determinism flag for 638/wand/magick-wand.bc
Change in hash for 638/wand/magick-wand.bc
Hash: c2dee777f23e8fadfaf95b99366795e7cf59004a vs 7b606db938c8ca5890a15bdb485b4de2298aa3dc
Change in queries per pass for 638/wand/magick-wand.bc
Pass 0GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/wand/magick-wand.bc is non-deterministic (missing pass)
Pass 0SLPVectorizerPass in 638/wand/magick-wand.bc is non-deterministic
NoAlias: 5 vs 6
MayAlias: 0 vs 0
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Check determinism flag for 638/wand/drawing-wand.bc
Change in hash for 638/wand/drawing-wand.bc
Hash: d7b5e81083434836b5c0663d8424d6aece28f687 vs ff7a531cece5ccd495aa60a5094d2d97406f33b9
Change in queries per pass for 638/wand/drawing-wand.bc
Pass 0GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 0DSEPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 5 vs 6
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 1GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 3DSEPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 24 vs 25
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 9JumpThreadingPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4DSEPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 12 vs 14
MayAlias: 16 vs 16
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 5GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 20GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 24GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 25GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 26GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 27GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 28GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 29GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 30GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 31GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 32GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 33GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 34GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 35GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 36GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 37GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 38GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 39GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 40GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 41GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 42GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 43GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 44GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 45GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 46GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 47GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 48GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 49GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 50GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 51GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 52GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 53GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 54GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 55GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 55DSEPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 84 vs 103
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 56GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 59GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 60GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 61GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 62GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 63GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 64GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 65GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 66GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 67GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 68GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 69GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 70GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 71GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 72GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 73GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 74GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 76GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 77GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 78GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 79GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 80GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 81GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 82GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 83GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 84GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 85GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 86GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 87GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 90GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 91GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 92GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 93GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 94GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 97GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 99GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 100GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 104GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 105GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 106GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 107GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 108GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 109GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 109DSEPass in 638/wand/drawing-wand.bc is non-deterministic
NoAlias: 41 vs 65
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 110GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 112GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 113GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 114GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 115GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 116GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 117GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 118GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 119GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 120GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 121GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 122GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
Pass 123GVNPass in 638/wand/drawing-wand.bc is non-deterministic (missing pass)
